438,500,495,502,393,261,52
438,499,494,501,393,261,52
438,500,494,501,392,261,52
437,499,496,501,392,261,52
438,498,494,501,391,261,52
437,499,495,501,391,261,52
438,498,496,501,391,261,52
438,498,494,501,391,261,52
438,498,496,501,391,261,52
438,500,495,501,390,261,52
438,499,495,501,390,261,52
438,499,494,501,389,261,52
438,499,496,501,389,261,52
438,499,493,501,389,261,52
438,498,495,501,388,261,52
438,497,495,501,388,261,52
438,500,494,501,387,260,52
438,497,497,501,387,260,52
438,500,494,501,385,260,52
437,499,498,501,385,259,52
438,499,495,501,384,259,52
438,499,496,500,383,259,52
438,499,496,500,383,259,52
437,502,495,500,381,259,52
438,499,497,500,379,259,52
438,498,494,500,377,259,52
437,500,496,500,376,259,52
437,499,494,500,374,259,52
438,499,497,500,373,259,52
437,500,497,500,371,259,52
437,500,495,500,368,259,52
438,498,497,500,366,259,55
438,499,495,501,364,259,57
438,499,495,501,361,259,57
438,498,495,501,358,260,63
438,499,494,501,355,260,66
438,497,493,501,352,261,66
438,499,493,502,350,261,69
438,499,497,501,348,260,74
438,500,496,501,347,260,77
439,499,496,501,345,260,80
438,498,497,501,343,260,83
438,499,497,501,341,260,83
438,499,493,501,340,260,83
438,499,496,501,338,260,85
439,497,493,501,337,260,88
437,501,497,501,335,260,88
438,499,496,501,333,260,91
439,499,492,501,331,261,91
438,498,496,501,330,261,94
439,498,494,501,328,261,96
438,499,494,501,327,260,96
439,497,493,501,325,260,99
437,500,501,501,324,260,102
439,497,494,501,322,260,102
438,500,493,501,320,261,102
437,501,495,501,319,261,105
438,500,495,500,317,261,108
439,498,496,500,315,260,108
438,501,494,500,312,261,110
438,499,495,500,311,260,110
438,497,497,501,309,261,113
438,498,494,502,307,260,116
437,500,493,501,305,261,116
438,497,498,501,305,261,119
438,500,493,501,303,261,122
438,498,498,502,303,261,124
438,498,490,502,301,261,124
438,500,499,502,300,261,124
438,498,495,501,299,261,127
438,499,492,501,296,261,127
438,499,497,501,296,261,130
438,499,494,501,294,261,130
439,499,494,501,293,261,133
438,499,492,501,292,261,133
438,500,499,501,291,261,133
437,499,491,501,289,261,135
438,500,493,501,288,262,135
437,499,496,501,287,261,138
438,498,495,501,285,261,138
438,500,500,501,284,260,141
439,499,496,501,282,260,141
438,498,496,501,280,260,141
438,499,495,501,278,261,144
437,501,496,500,277,261,147
439,497,490,500,275,262,147
437,503,495,499,275,262,149
438,500,495,499,275,262,149
438,499,493,499,274,262,152
438,500,495,499,274,261,152
438,501,497,498,274,261,152
439,499,497,498,273,261,152
438,501,493,498,272,261,152
437,503,496,497,271,261,152
438,501,497,497,271,260,152
440,498,491,497,270,260,155
437,502,498,497,270,260,155
438,501,499,497,269,260,155
437,501,493,497,268,260,155
438,501,497,497,267,260,155
438,502,489,497,266,261,155
438,502,500,497,265,260,155
439,498,493,498,264,260,158
437,501,496,498,263,260,158
439,498,500,498,263,259,161
437,500,492,498,261,260,161
438,500,498,498,260,260,161
438,500,497,498,258,260,163
438,500,491,498,256,261,163
437,500,500,498,254,261,166
439,499,490,498,252,262,166
438,502,494,498,250,262,169
438,501,493,498,249,262,172
438,500,492,498,248,262,172
438,502,498,498,247,261,174
439,498,494,498,246,260,174
438,502,494,498,244,260,177
438,500,498,498,244,260,177
438,501,494,498,241,259,177
438,500,500,498,240,260,180
438,499,493,498,238,259,183
436,503,495,498,235,260,183
439,497,496,498,234,260,186
437,501,490,498,232,260,186
438,501,500,498,231,259,188
438,500,493,498,230,259,191
438,501,499,498,229,259,191
439,498,496,498,228,259,194
438,501,493,498,225,259,194
438,499,499,498,224,259,197
438,500,492,497,221,260,197
437,503,500,497,220,260,200
439,498,491,497,219,260,200
437,503,493,496,216,261,202
438,502,498,496,215,260,202
438,499,489,496,213,261,205
436,505,497,496,211,260,208
440,498,498,496,210,260,208
438,502,489,496,206,260,211
439,502,503,496,205,259,211
439,501,491,497,203,259,213
438,500,497,497,199,259,213
438,500,493,497,197,259,219
438,500,496,498,195,259,219
439,500,497,498,193,259,222
438,500,491,498,190,260,227
438,500,500,498,189,260,227
439,499,492,498,186,260,227
438,501,496,498,185,261,227
437,501,494,498,183,261,225
