438,498,497,499,400,250,140
437,500,501,499,397,250,140
438,498,497,499,394,250,140
438,500,497,499,392,251,140
438,499,500,499,390,251,140
438,500,501,499,388,251,140
438,500,499,499,385,251,140
437,499,499,499,384,251,143
437,502,498,499,382,251,143
437,499,500,499,380,251,146
437,500,499,499,377,251,146
438,498,497,499,375,251,148
438,501,500,499,373,251,151
438,500,500,499,371,251,154
438,501,500,499,368,250,157
438,499,498,499,366,250,159
437,502,500,499,364,250,159
437,501,498,498,362,251,162
438,501,498,498,359,251,165
438,500,499,498,357,251,168
438,499,498,498,353,250,171
438,500,499,498,351,251,173
439,499,501,498,348,250,173
437,500,500,498,345,250,176
437,500,498,498,343,250,179
437,501,501,498,339,250,182
437,500,498,498,337,251,185
437,502,497,497,334,251,187
437,502,496,497,332,251,190
439,499,499,497,329,251,193
438,502,500,497,327,251,196
438,501,498,496,323,250,198
438,499,500,497,321,251,198
437,500,498,497,317,251,204
438,500,499,497,315,251,204
437,502,501,497,313,251,207
438,502,497,496,311,250,212
439,501,499,496,307,251,212
438,502,501,496,305,251,215
438,500,497,497,302,251,218
438,501,497,497,300,251,221
438,502,499,497,296,251,224
438,500,497,497,294,252,226
438,500,500,497,291,252,229
437,502,500,497,288,251,232
437,501,496,497,285,252,235
437,500,496,498,282,252,237
437,500,497,498,280,252,240
437,499,496,498,276,253,243
438,499,498,498,274,253,246
438,500,498,498,271,252,249
437,500,496,498,269,252,251
438,500,500,498,265,253,257
438,500,498,498,263,252,260
438,500,497,498,259,253,260
437,501,500,498,257,252,265
437,498,494,498,254,253,265
437,498,500,499,252,253,271
437,499,498,499,250,252,274
437,499,498,499,248,252,274
438,499,501,499,245,252,279
438,501,497,499,243,252,282
438,501,499,499,240,253,285
438,502,498,499,239,253,285
438,501,497,498,235,253,290
438,502,498,498,232,253,290
439,499,500,498,230,253,293
438,501,498,498,226,252,296
438,501,497,498,223,253,299
438,499,500,498,220,253,301
438,498,499,498,218,253,301
437,501,497,498,214,253,307
437,499,497,498,212,254,310
438,499,499,499,209,254,313
437,498,498,499,207,254,318
437,499,493,499,203,256,318
438,502,499,499,201,256,321
436,501,494,499,198,256,324
438,500,496,499,196,257,327
437,503,498,499,192,256,332
439,498,495,499,190,257,332
438,500,495,499,187,257,335
439,500,495,499,185,256,338
439,500,497,498,181,256,340
438,502,500,498,179,256,343
438,501,497,497,176,255,346
438,503,500,497,173,255,352
438,501,495,497,169,256,352
439,500,496,497,166,256,354
439,500,497,497,164,256,354
438,499,495,498,160,256,360
439,496,495,499,158,256,363
440,499,501,499,155,256,366
439,498,497,500,153,255,371
438,499,496,500,149,256,371
437,499,496,500,146,256,377
437,500,495,500,144,257,379
436,500,497,500,142,257,379
437,500,495,500,139,258,385
438,500,495,500,137,258,388
437,496,497,500,135,259,391
438,494,494,501,134,259,393
436,498,494,502,131,260,396
437,497,494,501,130,260,396
439,495,496,501,128,260,396
436,500,495,501,128,260,393
438,497,493,500,125,261,391
438,497,497,499,124,261,391
439,497,495,499,124,261,391
436,503,492,497,122,261,391
439,496,495,497,122,261,391
439,502,499,496,123,261,391
436,505,493,495,122,261,391
436,502,488,494,121,262,391
436,508,496,493,121,261,391
437,507,497,493,121,260,391
440,502,497,493,121,259,391
438,507,499,493,121,258,391
438,508,495,492,120,258,388
440,505,499,492,118,258,388
440,504,497,492,118,257,388
438,507,494,492,116,258,388
437,507,492,492,115,258,388
437,506,496,492,113,259,388
437,501,497,492,112,258,388
438,501,499,494,110,257,388
438,501,497,495,108,257,388
438,502,498,496,106,257,388
436,509,497,496,105,257,388
438,502,495,497,101,257,388
439,498,498,499,99,256,388
435,502,496,500,97,256,391
438,498,498,501,92,256,391
438,497,496,501,90,256,396
434,506,491,501,85,257,399
439,497,494,501,81,257,402
438,497,498,502,77,256,407
439,494,496,503,74,255,410
438,498,500,503,69,255,416
438,498,494,502,66,255,418
441,496,502,502,60,255,424
437,503,494,501,57,255,427
438,498,494,500,51,256,432
438,498,497,501,49,256,438
440,495,498,501,43,255,441
439,493,500,502,40,255,444
439,495,495,502,38,255,446
439,495,500,502,35,255,452
438,497,495,502,31,256,457
436,501,493,501,28,256,460
438,495,498,502,27,256,466
438,495,495,503,26,256,469
438,495,498,503,25,256,471
438,494,499,504,23,256,474
437,497,497,504,23,256,474
437,499,496,503,21,256,477
439,497,499,503,21,256,480
439,497,498,504,21,255,483
438,497,498,504,20,255,483
439,496,498,504,19,255,485
436,499,495,504,19,255,485
