{rtf1ansiansicpg1252cocoartf1187,,,,,,
{fonttblf0fnilfcharset0 Menlo-Bold;},,,,,,
{colortbl;red255green255blue255;},,,,,,
margl1440margr1440vieww10800viewh8400viewkind0,,,,,,
deftab529,,,,,,
pardtx529pardeftab529pardirnatural,,,,,,
,,,,,,
f0bfs22 cf0 CocoaLigature0 -0.051849,-0.979401,0.008575,0,0,0,0.00
-0.01944,-0.968506,0.036835,0,0,0,0.00
0.003876,-0.988251,-0.005661,0,0,0,0.00
0.015106,-0.985138,-0.072403,0,0,0,0.00
-0.036484,-0.990738,-0.00975,0,0,0,0.00
0.020538,-1.002594,-0.025742,0,0,0,0.00
-0.033417,-0.994446,0.01178,0,0,0,0.00
-0.008209,-1.000656,-0.008484,0,0,0,0.00
0.012238,-1.001617,-0.024734,0,0,0,0.00
0.007462,-1.00589,-0.025253,0,0,0,0.00
0.011185,-0.979843,-0.012222,0,0,0,0.00
0.038452,-0.978409,-0.010071,0,0,0,0.00
0.069077,-0.977951,-0.026825,0,0,0,0.00
0.053391,-0.965195,-0.029572,0,0,0,0.00
0.016449,-0.991486,0.015121,0,0,0,0.00
0.017548,-0.990494,-0.023163,1.524969,1.71683,-1.792835,0.00
0.055939,-0.989044,-0.037231,1.526646,1.698046,-1.785942,0.00
0.012848,-0.984238,0.014481,1.540989,1.620426,-1.728007,0.00
0.045258,-0.996597,-0.001694,1.541344,1.587096,-1.706756,0.00
0.068756,-0.975677,-0.0327,1.553987,1.260183,-1.404673,0.00
0.043152,-1.000412,-0.007889,1.554298,1.298508,-1.454593,0.00
0.078278,-0.985107,-0.024231,1.56415,0.953299,-1.12879,0.00
0.036316,-1.001297,-0.029724,1.561106,1.212823,-1.407941,0.00
0.060333,-0.998535,-0.03096,1.563878,1.125241,-1.348089,0.00
0.019485,-0.99144,-0.034683,1.557676,1.293354,-1.540558,0.00
0.029831,-0.984085,-0.005951,1.551763,1.251865,-1.525493,0.00
0.032791,-1.015259,-0.019302,1.55193,1.227134,-1.515674,294.57
0.028915,-1.01973,-0.064011,1.543476,1.197202,-1.518497,294.57
0.018677,-1.00415,-0.003448,1.544253,1.09388,-1.427005,294.57
-0.01944,-1.001236,-0.018997,1.54158,1.253762,-1.606593,294.57
0.025177,-0.984116,-0.020142,1.540838,1.240186,-1.6066,294.57
-0.035614,-0.983643,0.023209,1.541434,1.333177,-1.71861,294.57
-0.035614,-0.986359,-0.008499,1.539232,1.380736,-1.781313,294.57
0.024811,-0.971222,-0.034958,1.540144,1.363882,-1.78123,295.57
-0.035751,-0.989883,0.004486,1.540988,1.389561,-1.830205,296.57
0.024414,-0.992172,-0.02269,1.540773,1.381511,-1.832721,297.57
0.004059,-1.015869,-0.024139,1.540558,1.352832,-1.826896,298.57
-0.033539,-0.982086,0.001129,1.539144,1.347974,-1.83649,299.57
-0.014297,-0.999847,0.006287,1.538986,1.323918,-1.828353,300.57
0.022018,-0.973557,-0.004822,1.540669,1.375622,-1.895867,301.57
0.006653,-1.001556,-0.011948,1.54343,1.416225,-1.953768,302.57
-0.00943,-1.000427,-0.003799,1.54392,1.403786,-1.958658,302.57
0.014114,-0.98877,-0.010117,1.545711,1.44816,-2.028467,304.57
-0.012375,-0.98912,0.008591,1.547226,1.448273,-2.043159,304.57
-0.00676,-0.99202,-0.020401,1.548043,1.442525,-2.065651,306.57
0.011276,-0.961594,0.011795,1.55449,1.187328,-1.824946,308.57
0.003876,-1.005325,0.012543,1.553655,1.102088,-1.763004,308.57
0.000244,-0.971588,-0.021667,1.554615,0.900345,-1.577849,310.57
-0.030426,-0.989899,-0.01416,1.552068,0.688448,-1.390262,311.57
-0.030182,-0.999908,-0.022385,1.548246,0.669259,-1.38736,312.57
-0.04155,-1.023758,-0.040558,1.545188,0.501541,-1.24605,314.57
0.004822,-0.998657,-0.031784,1.54655,0.432861,-1.193293,315.57
-0.023972,-1.006363,-0.039658,1.547468,0.384702,-1.163908,315.57
-0.044312,-0.99823,0.001221,1.546551,0.323195,-1.113647,316.57
0.016296,-0.963028,-0.044189,1.548534,0.170843,-0.9838,319.57
-0.043701,-0.986313,-0.017548,1.549066,0.070272,-0.893164,321.57
0.002106,-0.978256,-0.023712,1.548113,-0.106551,-0.72823,323.57
0.019745,-0.972824,-0.030792,1.54902,-0.237829,-0.618799,325.57
-0.007156,-0.998901,-0.051407,1.547893,-0.279757,-0.590381,326.57
-0.006165,-1.003738,0.001297,1.546941,-0.31267,-0.57487,328.57
-0.004654,-1.020721,-0.066132,1.545999,-0.331211,-0.574303,329.57
0.013931,-0.96521,-0.041977,1.544601,-0.503655,-0.428538,331.57
-0.062668,-1.014694,-0.023224,1.5424,-0.46319,-0.486164,332.57
-0.019836,-1.015549,-0.039032,1.537046,-0.563591,-0.405268,334.57
-0.000153,-0.986145,-0.043671,1.535105,-0.650947,-0.334512,336.57
0.00882,-0.984222,-0.039978,1.533087,-0.680389,-0.337739,337.57
0.01944,-0.994034,-0.083832,1.531907,-0.704922,-0.330391,339.57
-0.00798,-1.00267,-0.035492,1.533098,-0.713024,-0.345355,339.57
0.002945,-1.003784,-0.060806,1.533263,-0.702083,-0.374314,341.57
-0.002792,-0.969315,-0.052551,1.533805,-0.851755,-0.251121,343.57
-0.026031,-0.99147,-0.020081,1.533411,-0.860738,-0.255619,344.57
0.01297,-0.983673,-0.033615,1.535988,-0.99537,-0.128063,345.57
0.012177,-0.96225,-0.033615,1.536644,-1.053348,-0.093067,346.57
0.002731,-0.974716,-0.038879,1.536207,-1.1244,-0.041706,348.57
0.011917,-0.981598,-0.042664,1.535221,-1.15593,-0.023123,348.57
0.005966,-1.006653,-0.052002,1.535371,-1.153751,-0.047472,349.57
0.030258,-0.986893,-0.059708,1.533523,-1.203304,-0.009446,351.57
0.006607,-0.999588,-0.011444,1.534556,-1.245939,0.006325,352.57
-0.000122,-0.998993,-0.064682,1.530954,-1.283324,0.024789,353.57
0.000031,-0.992569,-0.038589,1.531237,-1.260512,-0.011865,353.57
-0.009018,-0.99884,-0.016312,1.531671,-1.161464,-0.136453,354.57
0.019196,-1.016525,-0.127029,1.527241,-1.157098,-0.157472,355.57
-0.009415,-0.986145,-0.038986,1.523326,-1.144081,-0.191299,357.57
